DATE,USALORSGPNOSTSAM
1987-09-01,100.213227698538
1987-10-01,100.312801416379
1987-11-01,100.396738050895
1987-12-01,100.454415059452
1988-01-01,100.492475992255
1988-02-01,100.524122193983
1988-03-01,100.559918821822
1988-04-01,100.599210859286
1988-05-01,100.637130479825
1988-06-01,100.671443552364
1988-07-01,100.70959054733
1988-08-01,100.762076551528
1988-09-01,100.835746683801
1988-10-01,100.926176888232
1988-11-01,101.023478640348
1988-12-01,101.117007466003
1989-01-01,101.199707723692
1989-02-01,101.26694389558
1989-03-01,101.316243048438
1989-04-01,101.348280960995
1989-05-01,101.364458696028
1989-06-01,101.365869399525
1989-07-01,101.353559222688
1989-08-01,101.329671221226
1989-09-01,101.29972126441
1989-10-01,101.275843948817
1989-11-01,101.269921548301
1989-12-01,101.286468077692
1990-01-01,101.314376195797
1990-02-01,101.33496608907
1990-03-01,101.329306070648
1990-04-01,101.286162766868
1990-05-01,101.197634324977
1990-06-01,101.057579020579
1990-07-01,100.863390466721
1990-08-01,100.615681797577
1990-09-01,100.321904266821
1990-10-01,100.003764582034
1990-11-01,99.6887254175231
1990-12-01,99.4035216226437
1991-01-01,99.1677412352648
1991-02-01,98.9942323458095
1991-03-01,98.8860073624112
1991-04-01,98.8286610417414
1991-05-01,98.8021137855013
1991-06-01,98.7885368476474
1991-07-01,98.7780064617183
1991-08-01,98.7680008677129
1991-09-01,98.7626151258253
1991-10-01,98.7716563503991
1991-11-01,98.8063515116885
1991-12-01,98.8739361175126
1992-01-01,98.9702746752928
1992-02-01,99.0863390245144
1992-03-01,99.2124392907179
1992-04-01,99.3408784635422
1992-05-01,99.4658145235518
1992-06-01,99.5827787400238
1992-07-01,99.6882609280922
1992-08-01,99.7780342058142
1992-09-01,99.8461163889993
1992-10-01,99.8846783507092
1992-11-01,99.8865938833274
1992-12-01,99.849917786894
1993-01-01,99.7847612236378
1993-02-01,99.7057962850617
1993-03-01,99.6266768670335
1993-04-01,99.555358696667
1993-05-01,99.4974071326489
1993-06-01,99.4585718719277
1993-07-01,99.4462337682613
1993-08-01,99.4673445552039
1993-09-01,99.5243087552463
1993-10-01,99.6082712816883
1993-11-01,99.7068088898314
1993-12-01,99.8094453631924
1994-01-01,99.9119127466655
1994-02-01,100.012652665582
1994-03-01,100.109110531163
1994-04-01,100.193934230427
1994-05-01,100.258988022152
1994-06-01,100.299984950442
1994-07-01,100.322304470579
1994-08-01,100.333522073271
1994-09-01,100.33710052013
1994-10-01,100.326724970308
1994-11-01,100.292116096332
1994-12-01,100.225640466381
1995-01-01,100.130424168536
1995-02-01,100.015248293663
1995-03-01,99.8913721604823
1995-04-01,99.7706802794311
1995-05-01,99.6632808642634
1995-06-01,99.5747884650898
1995-07-01,99.5025525008851
1995-08-01,99.4411556978117
1995-09-01,99.3865407957264
1995-10-01,99.3391763747166
1995-11-01,99.3033764321107
1995-12-01,99.2859599783984
1996-01-01,99.2939456954352
1996-02-01,99.3322335344712
1996-03-01,99.399302996036
1996-04-01,99.4805435334084
1996-05-01,99.5572454189173
1996-06-01,99.6143529830027
1996-07-01,99.6483393384776
1996-08-01,99.6617910300402
1996-09-01,99.6594732953906
1996-10-01,99.6457194838704
1996-11-01,99.6257266927599
1996-12-01,99.6075296556979
1997-01-01,99.6042873810978
1997-02-01,99.6288953440416
1997-03-01,99.6874583164646
1997-04-01,99.7706534246606
1997-05-01,99.86236538658
1997-06-01,99.9463674918218
1997-07-01,100.012256810661
1997-08-01,100.05431149952
1997-09-01,100.071530261659
1997-10-01,100.069264221667
1997-11-01,100.055157936616
1997-12-01,100.036444180008
1998-01-01,100.018066056994
1998-02-01,100.004006441982
1998-03-01,99.9985631740964
1998-04-01,100.007292189299
1998-05-01,100.036074999126
1998-06-01,100.089172167479
1998-07-01,100.165836801822
1998-08-01,100.261730624723
1998-09-01,100.368616477698
1998-10-01,100.472648840615
1998-11-01,100.55930868013
1998-12-01,100.618543294853
1999-01-01,100.651142487199
1999-02-01,100.66437246779
1999-03-01,100.669550251095
1999-04-01,100.681075026745
1999-05-01,100.712813720058
1999-06-01,100.774152496276
1999-07-01,100.86469685113
1999-08-01,100.977691848308
1999-09-01,101.101380217191
1999-10-01,101.218806490166
1999-11-01,101.314996686657
1999-12-01,101.38466753367
2000-01-01,101.441500379749
2000-02-01,101.503288052593
2000-03-01,101.578116928812
2000-04-01,101.65031642013
2000-05-01,101.694882928376
2000-06-01,101.692173029716
2000-07-01,101.644616296764
2000-08-01,101.563528025562
2000-09-01,101.459268462279
2000-10-01,101.334032209364
2000-11-01,101.18627309257
2000-12-01,101.016754442332
2001-01-01,100.836284819059
2001-02-01,100.657191289675
2001-03-01,100.48584678037
2001-04-01,100.315357383267
2001-05-01,100.135006924766
2001-06-01,99.9396445882198
2001-07-01,99.7397593950585
2001-08-01,99.5531664300354
2001-09-01,99.397256010135
2001-10-01,99.2805267914388
2001-11-01,99.2054567613566
2001-12-01,99.1685777233751
2002-01-01,99.1575753009439
2002-02-01,99.1573239184516
2002-03-01,99.1540438741871
2002-04-01,99.138688552776
2002-05-01,99.1054859180411
2002-06-01,99.0513424268344
2002-07-01,98.9765106209682
2002-08-01,98.88368931397
2002-09-01,98.778593695056
2002-10-01,98.6717943803852
2002-11-01,98.5758787277365
2002-12-01,98.5027709391672
2003-01-01,98.4603060481221
2003-02-01,98.454861479678
2003-03-01,98.491750600797
2003-04-01,98.57292191541
2003-05-01,98.6974887889003
2003-06-01,98.858993881773
2003-07-01,99.0394382472958
2003-08-01,99.2168412822394
2003-09-01,99.371399112798
2003-10-01,99.491841155804
2003-11-01,99.5732413943698
2003-12-01,99.6171909498851
2004-01-01,99.6346907949047
2004-02-01,99.6399566849852
2004-03-01,99.6461330342487
2004-04-01,99.66193389756
2004-05-01,99.6927709126465
2004-06-01,99.7412205688611
2004-07-01,99.8064426599984
2004-08-01,99.8860532828632
2004-09-01,99.9768292268985
2004-10-01,100.074424936125
2004-11-01,100.173616565964
2004-12-01,100.268118331451
2005-01-01,100.350357033147
2005-02-01,100.413930548232
2005-03-01,100.457038551599
2005-04-01,100.487340244311
2005-05-01,100.515910748852
2005-06-01,100.552259151525
2005-07-01,100.599635734739
2005-08-01,100.658450477162
2005-09-01,100.729049947773
2005-10-01,100.81383586866
2005-11-01,100.913733703915
2005-12-01,101.023812704855
2006-01-01,101.127982673413
2006-02-01,101.207067239127
2006-03-01,101.247525291057
2006-04-01,101.252165297441
2006-05-01,101.232319126934
